source,listing_area,row_index,display_rank,organic_rank,sponsored_rank,target_rank,exposure_type,render_state,is_fully_loaded_card,is_placeholder_card,is_listing_target,article_number,product_id,variation_id,list_position,local_list_position,origin,product_url,retailer_sku_name,final_sku_price,original_sku_price,savings,final_sku_price_text,original_sku_price_text,savings_text,sku_popularity_raw,sku_popularity,sku_status_raw,sku_status,discount_type_raw,discount_type
topseller,#reptile-search-result section.reptile-tile-list,77,77,66,,77,organic,placeholder_link_only,False,True,True,61436648,C1968873877,1968873879,77,77,,https://www.otto.de/p/lg-oled65c5elb-oled-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-C1968873877/?variationId=1968873879,"LG OLED65C5ELB OLED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,78,78,67,,78,organic,placeholder_link_only,False,True,True,,C2033481050,2033481051,78,78,,https://www.otto.de/p/hama-tv-wandhalterung-tv-wandhalter-schwenkbar-neigbar-ausziehbar-43-55-58-65-bis-75-bis-75-zoll-von-32-75-zoll-mit-kabelmanager-C2033481050/?variationId=2033481051,"Hama TV-Wandhalterung TV Wandhalter schwenkbar, neigbar, ausziehbar 43, 55, 58, 65, bis 75"", (bis 75 Zoll, von 32-75 Zoll, mit Kabelmanager)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,79,79,68,,79,organic,placeholder_link_only,False,True,True,77393325,1962381540,1962381541,79,79,,https://www.otto.de/p/tcl-55p81kx2-qled-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-google-tv-144hz-multi-hdr-dolby-vision-game-master-smart-tv-apple-tv-onkyo-1962381540/?variationId=1962381541,"TCL 55P81KX2 QLED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, Smart-TV, Google TV, 144Hz, Multi-HDR, Dolby Vision, Game Master, Smart TV, Apple TV, ONKYO)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,80,80,69,,80,organic,placeholder_link_only,False,True,True,S0DH50TV,S0DH50TV,S0DH50TVXQM5,80,80,,https://www.otto.de/p/smart-tech-32hn01v3-led-fernseher-81-cm-32-zoll-hd-ready-3x-hdmi-2x-usb-integrierter-triple-tuner-S0DH50TV/?variationId=S0DH50TVXQM5,"Smart Tech 32HN01V3 LED-Fernseher (81 cm/32 Zoll, HD-ready, 3x HDMI / 2x USB, integrierter Triple-Tuner)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,81,81,70,,81,organic,placeholder_link_only,False,True,True,S0UFK0PDTNS,S0UFK0PD,S0UFK0PDUGC6,81,81,,https://www.otto.de/p/chiq-u55qst-qled-fernseher-139-cm-55-zoll-4k-ultra-hd-4k-uhd-tv-smart-tv-qled-tv-qled-fernseher-google-tv-inkl-streaming-content-kompatibel-mit-apple-airplay-google-tv-S0UFK0PD/?variationId=S0UFK0PDUGC6,"CHiQ U50QST QLED-Fernseher (127 cm/50 Zoll, 4K Ultra HD, 4K UHD TV, Smart-TV, QLED TV, Google TV, Inkl. Streaming Content, Kompatibel mit Apple AirPlay, Google TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,82,82,71,,82,organic,placeholder_link_only,False,True,True,S07IZ0D9UKJ,S07IZ0D9,S0TFK0DD94ZX,82,82,,https://www.otto.de/p/chiq-l40ft-led-fernseher-100-cm-40-zoll-full-hd-1920-1080-android-tv-smart-tv-google-tv-hdr-10-dolby-audio-dbx-tv-google-tv-os-mit-10-000plus-apps-S07IZ0D9/?variationId=S0TFK0DD94ZX,"CHiQ LF32FT LED-Fernseher (80 cm/32 Zoll, Full HD(1920*1080), Android TV, Smart-TV, Google TV, HDR 10, Dolby Audio & dbx-tv, Google TV OS mit 10.000+ Apps)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,83,83,72,,83,organic,placeholder_link_only,False,True,True,96907919,2082949641,2082949642,83,83,,https://www.otto.de/p/sharp-4t-c70hlx-led-fernseher-177-cm-70-zoll-4k-ultra-hd-smart-tv-google-tv-2082949641/?variationId=2082949642,"Sharp 4T-C70HLx LED-Fernseher (177 cm/70 Zoll, 4K Ultra HD, Smart-TV, Google TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,84,84,73,,84,organic,placeholder_link_only,False,True,True,95015705,C1955807871,1955807872,84,84,,https://www.otto.de/p/hisense-40e4qt-led-fernseher-100-cm-40-zoll-full-hd-smart-tv-2k-fhd-C1955807871/?variationId=1955807872,"Hisense 40E4QT LED-Fernseher (100 cm/40 Zoll, Full HD, Smart-TV, 2K FHD)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,85,85,74,,85,organic,placeholder_link_only,False,True,True,44035102,1975567717,1975567720,85,85,,https://www.otto.de/p/samsung-gu55u8079fu-led-fernseher-138-cm-55-zoll-4k-ultra-hd-smart-tv-crystal-uhd-q-symphony-dolby-surround-sound-triple-tuner-smart-hub-1975567717/?variationId=1975567720,"Samsung GU55U8079FU LED-Fernseher (138 cm/55 Zoll, 4K Ultra HD, Smart-TV, Crystal UHD, Q-Symphony, Dolby Surround Sound, Triple Tuner, Smart-Hub)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,86,86,75,,86,organic,placeholder_link_only,False,True,True,82544867,C1955807841,1955807842,86,86,,https://www.otto.de/p/hisense-32e4qt-led-fernseher-80-cm-32-zoll-hd-smart-tv-hd-C1955807841/?variationId=1955807842,"Hisense 32E4QT LED-Fernseher (80 cm/32 Zoll, HD, Smart-TV, HD)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,87,87,76,,87,organic,placeholder_link_only,False,True,True,18395039,C1980401146,1980401147,87,87,,https://www.otto.de/p/philips-65pus8600-12-qled-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-ambilight-p5-perfect-picture-engine-hdr10plus-kompatibel-dolby-atmos-C1980401146/?variationId=1980401147,"Philips 65PUS8600/12 QLED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV, Ambilight, P5 Perfect Picture Engine, HDR10+ kompatibel, Dolby Atmos)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,88,88,77,,88,organic,placeholder_link_only,False,True,True,44010563,1975568020,1975568021,88,88,,https://www.otto.de/p/samsung-gq65q7faau-qled-fernseher-163-cm-65-zoll-4k-ultra-hd-smart-tv-quantum-hdr-knox-security-art-store-3d-sound-gaming-hub-ai-tv-1975568020/?variationId=1975568021,"Samsung GQ65Q7FAAU QLED-Fernseher (163 cm/65 Zoll, 4K Ultra HD, Smart-TV, Quantum HDR, Knox Security, Art Store, 3D Sound, Gaming Hub, AI TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,89,89,78,,89,organic,placeholder_link_only,False,True,True,63164417,1970617936,1970617938,89,89,,https://www.otto.de/p/philips-50pus9000-12-qled-fernseher-126-cm-50-zoll-4k-ultra-hd-smart-tv-ambilight-p5-picture-engine-dolby-vision-dolby-atmos-gaming-alexa-1970617936/?variationId=1970617938,"Philips 50PUS9000/12 QLED-Fernseher (126 cm/50 Zoll, 4K Ultra HD, Smart-TV, Ambilight, P5 Picture Engine, Dolby Vision, Dolby Atmos, Gaming, Alexa)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,90,90,79,,90,organic,placeholder_link_only,False,True,True,58021547,1975567827,1975567828,90,90,,https://www.otto.de/p/samsung-gq75q7faau-qled-fernseher-189-cm-75-zoll-4k-ultra-hd-smart-tv-quantum-hdr-knox-security-art-store-3d-sound-gaming-hub-ai-tv-1975567827/?variationId=1975567828,"Samsung GQ75Q7FAAU QLED-Fernseher (189 cm/75 Zoll, 4K Ultra HD, Smart-TV, Quantum HDR, Knox Security, Art Store, 3D Sound, Gaming Hub, AI TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,91,91,80,,91,organic,placeholder_link_only,False,True,True,S0DJ8068,S0DJ8068,S0KH50THBP33,91,91,,https://www.otto.de/p/medion-md33100-lcd-led-fernseher-125-7-cm-50-zoll-4k-ultra-hd-smart-tv-netflix-hbo-max-prime-video-disneyplus-magenta-tv-appletv-wow-S0DJ8068/?variationId=S0KH50THBP33,"Medion® MD33100 LCD-LED Fernseher (125.7 cm/50 Zoll, 4K Ultra HD, Smart-TV, Netflix, HBO Max, Prime Video, Disney+, Magenta TV, AppleTV, WOW)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,92,92,81,,92,organic,placeholder_link_only,False,True,True,18623958,2037941368,2037941369,92,92,,https://www.otto.de/p/samsung-gq77s91fae-oled-fernseher-194-cm-77-zoll-4k-ultra-hd-smart-tv-2037941368/?variationId=2037941369,"Samsung GQ77S91FAE OLED-Fernseher (194 cm/77 Zoll, 4K Ultra HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,93,93,82,,93,organic,placeholder_link_only,False,True,True,27479833,2040419135,2040419136,93,93,,https://www.otto.de/p/telefunken-d40f900m8cwi-led-fernseher-100-cm-40-zoll-full-hd-smart-tv-2040419135/?variationId=2040419136,"Telefunken D40F900M8CWI LED-Fernseher (100 cm/40 Zoll, Full HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,94,94,83,,94,organic,placeholder_link_only,False,True,True,S0DJ806IQTR,S0DJ806I,S0WEP0S4A7KV,94,94,,https://www.otto.de/p/medion-md855400-lcd-led-fernseher-138-8-cm-55-zoll-4k-ultra-hd-smart-tv-dolby-vision-dolby-atmos-playstore-netflix-hbo-max-prime-video-S0DJ806I/?variationId=S0WEP0S4A7KV,"Medion® MD843400 LCD-LED Fernseher (108 cm/43 Zoll, 4K Ultra HD, Smart-TV, Dolby Vision, Dolby Atmos, Playstore, Netflix, HBO Max, Prime Video)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,95,95,84,,95,organic,placeholder_link_only,False,True,True,92343447,C2007673883,2007673884,95,95,,https://www.otto.de/p/lg-oled55b59la-oled-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-C2007673883/?variationId=2007673884,"LG OLED55B59LA OLED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,96,96,85,,96,organic,placeholder_link_only,False,True,True,14721265,C1832845843,1832845844,96,96,,https://www.otto.de/p/hisense-85e6nt-led-fernseher-214-cm-85-zoll-4k-ultra-hd-smart-tv-4k-uhd-C1832845843/?variationId=1832845844,"Hisense 85E6NT LED-Fernseher (214 cm/85 Zoll, 4K Ultra HD, Smart-TV, 4K UHD)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,97,97,86,,97,organic,placeholder_link_only,False,True,True,88376059,C1970618116,1970618117,97,97,,https://www.otto.de/p/philips-65pus9000-12-qled-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-ambilight-p5-picture-engine-dolby-vision-dolby-atmos-gaming-alexa-C1970618116/?variationId=1970618117,"Philips 65PUS9000/12 QLED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV, Ambilight, P5 Picture Engine, Dolby Vision, Dolby Atmos, Gaming, Alexa)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,98,98,87,,98,organic,placeholder_link_only,False,True,True,S0RGN07S,S0RGN07S,S0RGN07SVXKG,98,98,,https://www.otto.de/p/hikers-32fz-b-led-fernseher-smart-tv-dolby-audio-smart-tv-vesa-100-x-100-mm-S0RGN07S/?variationId=S0RGN07SVXKG,"Hikers 32FZ-B LED-Fernseher (Smart-TV, Dolby Audio; Smart TV; VESA 100 x 100 mm)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,99,99,88,,99,organic,placeholder_link_only,False,True,True,35286914,C1832845897,1832845898,99,99,,https://www.otto.de/p/hisense-50e6nt-dled-fernseher-126-00-cm-50-zoll-vidaa-u7-6-4k-ultra-hd-game-mode-plus-sprachassistenten-C1832845897/?variationId=1832845898,"Hisense 50E6NT LED-Fernseher (126 cm/50 Zoll, 4K Ultra HD, Smart-TV, 4K UHD)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,100,100,89,,100,organic,placeholder_link_only,False,True,True,41189461,2093626013,2093626014,100,100,,https://www.otto.de/p/lg-65qned71b6b-qned-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-2093626013/?variationId=2093626014,"LG 65QNED71B6B QNED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,101,101,90,,101,organic,placeholder_link_only,False,True,True,,S0MFB0H9,S0MFB0H9BMYP,101,101,,https://www.otto.de/p/freenet-tv-streaming-stick-hybrid-3in1-dvb-c-t2-und-android-tv-inkl-3-monate-freenet-tv-4k-uhd-chromecast-S0MFB0H9/?variationId=S0MFB0H9BMYP,"freenet TV Streaming-Stick Hybrid 3in1, DVB-C/T2 und Android TV, Inkl. 3 Monate freenet TV, 4K UHD, Chromecast",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,102,102,91,,102,organic,placeholder_link_only,False,True,True,46538307,C2007673874,2007673875,102,102,,https://www.otto.de/p/lg-oled77b59la-oled-fernseher-195-cm-77-zoll-4k-ultra-hd-smart-tv-C2007673874/?variationId=2007673875,"LG OLED77B59LA OLED-Fernseher (195 cm/77 Zoll, 4K Ultra HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,103,103,92,,103,organic,placeholder_link_only,False,True,True,49872968,C1955108382,1955108383,103,103,,https://www.otto.de/p/hisense-55e77q-qled-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-4k-uhd-qled-C1955108382/?variationId=1955108383,"Hisense 55E77Q QLED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, Smart-TV, 4K UHD QLED)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,104,104,93,,104,organic,placeholder_link_only,False,True,True,42499966,C1970617859,1970617860,104,104,,https://www.otto.de/p/philips-65pus7800-12-qled-fernseher-164-cm-65-zoll-4k-ultra-hd-smart-tv-pixel-precise-ultra-hd-hdr10plus-hlg-dolby-atmos-dts-x-sound-C1970617859/?variationId=1970617860,"Philips 65PUS7800/12 QLED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Smart-TV, Pixel Precise Ultra HD, HDR10+ & HLG, Dolby Atmos & DTS:X Sound)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,105,105,94,,105,organic,placeholder_link_only,False,True,True,,C1582142363,1582142364,105,105,,https://www.otto.de/p/hama-tv-wandhalterung-halterung-schwenkbar-neigbar-ausziehbar-von-48-122-19-48-bis-48-zoll-max-20-kg-C1582142363/?variationId=1582142364,"Hama TV-Wandhalterung Halterung, schwenkbar, neigbar, ausziehbar von 48 - 122 (19"" - 48), (bis 48 Zoll, max. 20 kg)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,106,106,95,,106,organic,placeholder_link_only,False,True,True,96850721,1975567686,1975567687,106,106,,https://www.otto.de/p/samsung-gq85q6faau-qled-fernseher-214-cm-85-zoll-4k-ultra-hd-smart-tv-quantum-hdr-knox-security-art-store-3d-sound-gaming-hub-ai-tv-1975567686/?variationId=1975567687,"Samsung GQ85Q6FAAU QLED-Fernseher (214 cm/85 Zoll, 4K Ultra HD, Smart-TV, Quantum HDR, Knox Security, Art Store, 3D Sound, Gaming Hub, AI TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,107,107,96,,107,organic,placeholder_link_only,False,True,True,S0LGJ0MG,S0LGJ0MG,S0LGJ0MGVY1Q,107,107,,https://www.otto.de/p/sharp-1t-c24hex-lcd-led-fernseher-60-cm-24-zoll-hd-ready-smart-tv-powered-by-tivo-24he2745e-smart-tv-powered-by-tivo-hdr-triple-tuner-S0LGJ0MG/?variationId=S0LGJ0MGVY1Q,"Sharp 1T-C24HEx LCD-LED Fernseher (60 cm/24 Zoll, HD-ready, Smart TV powered by TiVo, 24HE2745E Smart TV powered by TiVo, HDR, Triple-Tuner)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,108,108,97,,108,organic,placeholder_link_only,False,True,True,30935923,1197586166,1197586167,108,108,,https://www.otto.de/p/telefunken-l24h550m4-wi-led-fernseher-60-cm-24-zoll-hd-ready-1197586166/?variationId=1197586167,"Telefunken L24H550M4-WI LED-Fernseher (60 cm/24 Zoll, HD-ready)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,109,109,98,,109,organic,placeholder_link_only,False,True,True,S06J4047C4J,S06J4047,SA1UKZ3GKCLD,109,109,,https://www.otto.de/p/medion-md840001-lcd-led-fernseher-100-3-cm-40-zoll-1080p-full-hd-pay-tv-dvd-laufwerk-ciplus-media-player-S06J4047/?variationId=SA1UKZ3GKCLD,"Medion® MD819001 LCD-LED Fernseher (47 cm/19 Zoll, 720p HD Ready, Pay-TV, 60Hz, E8192501)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,110,110,99,,110,organic,placeholder_link_only,False,True,True,11857956,C2092091256,2092091257,110,110,,https://www.otto.de/p/philips-24phs6050-12-led-fernseher-60-cm-24-zoll-hd-ready-smart-tv-C2092091256/?variationId=2092091257,"Philips 24PHS6050/12 LED-Fernseher (60 cm/24 Zoll, HD ready, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,111,111,100,,111,organic,placeholder_link_only,False,True,True,77150837,C1970617908,1970617909,111,111,,https://www.otto.de/p/philips-55pus9000-12-qled-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-ambilight-p5-picture-engine-dolby-vision-dolby-atmos-gaming-alexa-C1970617908/?variationId=1970617909,"Philips 55PUS9000/12 QLED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, Smart-TV, Ambilight, P5 Picture Engine, Dolby Vision, Dolby Atmos, Gaming, Alexa)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,112,112,101,,112,organic,placeholder_link_only,False,True,True,87435745,1975567668,1975567669,112,112,,https://www.otto.de/p/samsung-gq55s90fae-oled-fernseher-138-cm-55-zoll-4k-ultra-hd-smart-tv-hdrplus-dolby-atmos-ai-sound-gaming-hub-upscaling-pro-bis-zu-144hz-1975567668/?variationId=1975567669,"Samsung GQ55S90FAE OLED-Fernseher (138 cm/55 Zoll, 4K Ultra HD, Smart-TV, HDR+, Dolby Atmos & AI Sound, Gaming Hub, Upscaling Pro, bis zu 144Hz)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,113,113,102,,113,organic,placeholder_link_only,False,True,True,S0DJ806FTNS,S0DJ806F,SK83JQTGMM3E,113,113,,https://www.otto.de/p/medion-md865201-lcd-led-fernseher-163-9-cm-65-zoll-4k-ultra-hd-smart-tv-netflix-hbo-max-prime-video-disneyplus-magenta-tv-appletv-wow-S0DJ806F/?variationId=SK83JQTGMM3E,"Medion® MD850201 LCD-LED Fernseher (125.7 cm/50 Zoll, 4K Ultra HD, Smart-TV, Netflix, HBO Max, Prime Video, Disney+, Magenta TV, AppleTV, WOW)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,114,114,103,,114,organic,placeholder_link_only,False,True,True,56895204,1729037349,1729037350,114,114,,https://www.otto.de/p/sony-kd-65x85l-led-fernseher-164-cm-65-zoll-4k-ultra-hd-android-tv-smart-tv-google-tv-bravia-core-triluminos-pro-hdmi-2-1-gaming-menue-1729037349/?variationId=1729037350,"Sony KD-65X85L LED-Fernseher (164 cm/65 Zoll, 4K Ultra HD, Android TV, Smart-TV, Google TV, BRAVIA CORE, TRILUMINOS PRO, HDMI 2.1, Gaming-Menü)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,115,115,104,,115,organic,placeholder_link_only,False,True,True,48439937,C1970617998,1970617999,115,115,,https://www.otto.de/p/philips-40pfs6000-12-led-fernseher-100-cm-40-zoll-full-hd-smart-tv-C1970617998/?variationId=1970617999,"Philips 40PFS6000/12 LED-Fernseher (100 cm/40 Zoll, Full HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,116,116,105,,116,organic,placeholder_link_only,False,True,True,74305564,C1968873954,1968873955,116,116,,https://www.otto.de/p/lg-oled77c5elb-oled-fernseher-195-cm-77-zoll-4k-ultra-hd-smart-tv-C1968873954/?variationId=1968873955,"LG OLED77C5ELB OLED-Fernseher (195 cm/77 Zoll, 4K Ultra HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,117,117,106,,117,organic,placeholder_link_only,False,True,True,,C1582142336,1582142337,117,117,,https://www.otto.de/p/hama-tv-wandhalterung-wandhalterung-fix-32-75-vesa-400x400-bis-65-zoll-C1582142336/?variationId=1582142337,"Hama TV-Wandhalterung Wandhalterung (fix, 32"" - 75"", VESA 400x400), (bis 65 Zoll)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,118,118,107,,118,organic,placeholder_link_only,False,True,True,18963230,C2087551458,2087551459,118,118,,https://www.otto.de/p/hisense-55e7s-qled-fernseher-139-cm-55-zoll-4k-ultra-hd-smart-tv-C2087551458/?variationId=2087551459,"Hisense 55E7S QLED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, Smart-TV)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,119,119,108,,119,organic,placeholder_link_only,False,True,True,S0YGE0UXKM5,S0YGE0UX,S0YGE0UXBMD8,119,119,,https://www.otto.de/p/chiq-m55qn9g-qled-mini-led-fernseher-139-cm-55-zoll-4k-ultra-hd-4k-uhd-tv-smart-tv-google-tv-mini-led-tv-dlg-120hz-95-dci-p3-farbgenauigkeit-dolby-vision-google-assistant-S0YGE0UX/?variationId=S0YGE0UXBMD8,"CHiQ M55QN9G QLED Mini LED-Fernseher (139 cm/55 Zoll, 4K Ultra HD, 4K UHD TV, Smart-TV, Google TV, Mini LED TV, DLG 120Hz, 95% DCI-P3-Farbgenauigkeit, Dolby Vision, Google Assistant)",,,,,,,,,,,,
topseller,#reptile-search-result section.reptile-tile-list,120,120,109,,120,organic,placeholder_link_only,False,True,True,,S0H4T04G,S0H4T04G155Q,120,120,,https://www.otto.de/p/maclean-mc-778-tv-wandhalterung-bis-65-00-zoll-tv-halterung-bis-45kg-26-65-zoll-fuer-lcd-led-plasma-tv-fernseher-S0H4T04G/?variationId=S0H4T04G155Q,"Maclean TV-Wandhalterung MC-778, (bis 65,00 Zoll, TV Halterung bis 45kg 26""-65"" Zoll für LCD LED Plasma TV Fernseher)",,,,,,,,,,,,
